speciesname,lon,lat
Microgobius gulosus,-80.78527,25.08002
Microgobius gulosus,-80.17712,25.76454
Microgobius gulosus,-80.17451,25.75341
Microgobius gulosus,-80.30325,25.33825
Microgobius gulosus,-80.95263,25.27828
Microgobius gulosus,-80.63025,24.99366
Microgobius gulosus,-80.80972,25.13585
Microgobius gulosus,-80.7323,25.08366
Microgobius gulosus,-80.76055,25.05513
Microgobius gulosus,-80.80601,25.11968
Microgobius gulosus,-80.42133,25.25535
Microgobius gulosus,-80.58202,25.1174
Microgobius gulosus,-80.77487,25.08587
Microgobius gulosus,-81.21095,25.52774
Microgobius gulosus,-80.42974,25.22917
Microgobius gulosus,-80.64896,25.1452
Microgobius gulosus,-80.76435,25.08602
Microgobius gulosus,-80.18911,25.75115
Microgobius gulosus,-80.66178,25.08333
Microgobius gulosus,-80.64896,25.1452
Microgobius gulosus,-80.6234,25.15866
Microgobius gulosus,-80.62431,25.00965
Microgobius gulosus,-80.42974,25.22917
Microgobius gulosus,-80.75885,25.04508
Microgobius gulosus,-80.5675,25.1394
Microgobius gulosus,-81.21095,25.52774
Microgobius gulosus,-80.41312,25.26356
Microgobius gulosus,-80.76614,25.06109
Microgobius gulosus,-80.63316,25.02224
Microgobius gulosus,-80.4615,25.20459
Microgobius gulosus,-80.75885,25.04508
Microgobius gulosus,-80.94668,25.28197
Microgobius gulosus,-80.7634,25.05602
Microgobius gulosus,-81.21095,25.52774
Microgobius gulosus,-80.51328,25.2089
Microgobius gulosus,-80.4468,25.18591
Microgobius gulosus,-80.59805,25.1525
Microgobius gulosus,-80.74375,25.08547
Microgobius gulosus,-80.42107,25.23221
Microgobius gulosus,-80.40475,25.26641
Microgobius gulosus,-80.60608,25.14054
Microgobius gulosus,-80.60608,25.14054
Microgobius gulosus,-80.42239,25.24143
Microgobius gulosus,-80.32198,25.5316
Microgobius gulosus,-80.4615,25.20459
Microgobius gulosus,-80.13978,25.8277
Microgobius gulosus,-80.66682,25.02256
Microgobius gulosus,-80.40582,25.25659
Microgobius gulosus,-80.4908,25.16861
Microgobius gulosus,-80.6448,25.00028
Microgobius gulosus,-80.42363,25.23368
Microgobius gulosus,-80.32198,25.5316
Microgobius gulosus,-80.40878,25.24377
Microgobius gulosus,-80.15237,25.75846
Microgobius gulosus,-80.42363,25.23368
Microgobius gulosus,-80.51328,25.2089
Microgobius gulosus,-80.42363,25.23368
Microgobius gulosus,-80.95171,25.26852
Microgobius gulosus,-80.42422,25.2207
Microgobius gulosus,-80.52744,25.20068
Microgobius gulosus,-80.28771,25.35007
Microgobius gulosus,-80.43136,25.24292
Microgobius gulosus,-80.95171,25.26852
Microgobius gulosus,-80.76435,25.08602
Microgobius gulosus,-80.73437,25.07572
Microgobius gulosus,-80.33881,25.49501
Microgobius gulosus,-80.40475,25.26641
Microgobius gulosus,-80.7629,25.06246
Microgobius gulosus,-80.27023,25.36634
Microgobius gulosus,-80.15672,25.76203
Microgobius gulosus,-80.59805,25.1525
Microgobius gulosus,-80.42422,25.2207
Microgobius gulosus,-80.40475,25.26641
Microgobius gulosus,-80.93777,25.05664
Microgobius gulosus,-80.76688,25.07244
Microgobius gulosus,-80.32198,25.5316
Microgobius gulosus,-81.20865,25.53752
Microgobius gulosus,-81.20865,25.53752
Microgobius gulosus,-80.65211,25.08041
Microgobius gulosus,-80.7751,25.08593
Microgobius gulosus,-80.41551,25.25842
Microgobius gulosus,-81.21889,25.55033
Microgobius gulosus,-80.68027,25.06581
Microgobius gulosus,-80.65607,25.04152
Microgobius gulosus,-80.95064,25.27545
Microgobius gulosus,-90.5799,30.2986
Microgobius gulosus,172.81667,3.07667
Microgobius gulosus,-80.16106,25.8191
Microgobius gulosus,-80.65055,25.03656
Microgobius gulosus,-81.2193,25.54065
Microgobius gulosus,-80.6462,25.00471
Microgobius gulosus,-80.94661,25.28495
Microgobius gulosus,-81.14814,25.38296
Microgobius gulosus,-80.79319,25.1053
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-80.15327,25.81888
Microgobius gulosus,-80.41704,25.21327
Microgobius gulosus,-80.64001,25.02395
Microgobius gulosus,-80.65009,25.04758
Microgobius gulosus,-80.67645,25.05297
Microgobius gulosus,-80.3379,25.50025
Microgobius gulosus,-80.95719,25.29611
Microgobius gulosus,-80.95426,25.26759
Microgobius gulosus,-80.51511,25.18452
Microgobius gulosus,-81.21414,25.53105
Microgobius gulosus,-80.77892,25.1025
Microgobius gulosus,-80.77892,25.1025
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-81.13876,25.3639
Microgobius gulosus,-80.14564,25.8241
Microgobius gulosus,-80.6365,24.99536
Microgobius gulosus,-80.81155,25.10598
Microgobius gulosus,-80.45853,25.19542
Microgobius gulosus,-80.14564,25.8241
Microgobius gulosus,-80.64883,24.99159
Microgobius gulosus,-80.68517,25.05205
Microgobius gulosus,-80.74654,25.06961
Microgobius gulosus,-80.67887,25.04714
Microgobius gulosus,-80.65009,25.04758
Microgobius gulosus,-80.65055,25.03656
Microgobius gulosus,-80.75748,25.09271
Microgobius gulosus,-81.07784,25.32348
Microgobius gulosus,-81.07029,25.33443
Microgobius gulosus,-80.33344,25.50948
Microgobius gulosus,-80.32382,25.50323
Microgobius gulosus,-80.43103,25.24509
Microgobius gulosus,-80.41422,25.24974
Microgobius gulosus,-80.14564,25.8241
Microgobius gulosus,-80.41704,25.21327
Microgobius gulosus,-80.65009,25.04758
Microgobius gulosus,-80.68951,25.08947
Microgobius gulosus,-80.66557,25.05835
Microgobius gulosus,-80.4221,25.25893
Microgobius gulosus,-80.61011,25.15889
Microgobius gulosus,-80.16229,25.81799
Microgobius gulosus,-80.57159,25.15004
Microgobius gulosus,-80.97996,25.31239
Microgobius gulosus,-80.43031,25.2424
Microgobius gulosus,-80.58699,25.10606
Microgobius gulosus,-80.96315,25.26941
Microgobius gulosus,-80.16323,25.75602
Microgobius gulosus,-80.58699,25.10606
Microgobius gulosus,-80.58706,25.13776
Microgobius gulosus,-80.6087,25.13539
Microgobius gulosus,-80.14836,25.8168
Microgobius gulosus,-80.62357,25.00433
Microgobius gulosus,-80.33803,25.49529
Microgobius gulosus,-80.60606,25.13977
Microgobius gulosus,-80.57159,25.15004
Microgobius gulosus,-81.20659,25.53666
Microgobius gulosus,-80.151383,25.757833
Microgobius gulosus,-80.17385,25.81979
Microgobius gulosus,-80.41749,25.2541
Microgobius gulosus,-80.41153,25.24767
Microgobius gulosus,-80.16323,25.75602
Microgobius gulosus,-80.75418,25.08793
Microgobius gulosus,-80.31787,25.53606
Microgobius gulosus,-80.81931,25.1199
Microgobius gulosus,-80.60105,25.1532
Microgobius gulosus,-80.41088,25.20423
Microgobius gulosus,-80.14201,25.83599
Microgobius gulosus,-80.76659,25.08455
Microgobius gulosus,-80.42551,25.24838
Microgobius gulosus,-80.16122,25.76172
Microgobius gulosus,-80.27207,25.34829
Microgobius gulosus,-80.32574,25.53115
Microgobius gulosus,-80.41689,25.23127
Microgobius gulosus,-80.73451,25.07799
Microgobius gulosus,-80.31787,25.53606
Microgobius gulosus,-80.64307,25.10088
Microgobius gulosus,-80.6114,25.16072
Microgobius gulosus,-80.96259,25.29601
Microgobius gulosus,-80.75418,25.08793
Microgobius gulosus,-80.16496,25.76474
Microgobius gulosus,-80.14201,25.83599
Microgobius gulosus,-80.16323,25.75602
Microgobius gulosus,-80.16323,25.75602
Microgobius gulosus,-80.57159,25.15004
Microgobius gulosus,-80.58699,25.10606
Microgobius gulosus,-80.77666,25.06429
Microgobius gulosus,-80.27207,25.34829
Microgobius gulosus,-81.20951,25.52392
Microgobius gulosus,-80.27207,25.34829
Microgobius gulosus,-80.74312,25.08579
Microgobius gulosus,-80.27207,25.34829
Microgobius gulosus,-80.16323,25.75602
Microgobius gulosus,-80.14201,25.83599
Microgobius gulosus,-80.7264,25.07951
Microgobius gulosus,-80.95083,25.27314
Microgobius gulosus,-80.57954,25.12324
Microgobius gulosus,-80.45201,25.18182
Microgobius gulosus,-80.47071,25.16655
Microgobius gulosus,-80.61122,25.10623
Microgobius gulosus,-80.44736,25.18042
Microgobius gulosus,-80.46873,25.21169
Microgobius gulosus,-80.59105,25.16119
Microgobius gulosus,-81.21889,25.55033
Microgobius gulosus,-80.95064,25.27545
Microgobius gulosus,-80.64276,25.02337
Microgobius gulosus,-80.65607,25.04152
Microgobius gulosus,-81.12771,25.3663
Microgobius gulosus,-81.21889,25.55033
Microgobius gulosus,-81.21944,25.54792
Microgobius gulosus,-80.65898,25.06976
Microgobius gulosus,-80.76921,25.07242
Microgobius gulosus,-80.95064,25.27545
Microgobius gulosus,-80.65898,25.06976
Microgobius gulosus,-80.76016,25.08057
Microgobius gulosus,-81.21414,25.53105
Microgobius gulosus,-81.21414,25.53105
Microgobius gulosus,-80.41014,25.25522
Microgobius gulosus,-81.21889,25.55033
Microgobius gulosus,-80.66779,25.00145
Microgobius gulosus,-80.73436,25.07731
Microgobius gulosus,-80.78304,25.07016
Microgobius gulosus,-80.64569,25.17267
Microgobius gulosus,-80.66557,25.05835
Microgobius gulosus,-80.17494,25.83109
Microgobius gulosus,-80.65607,25.04152
Microgobius gulosus,-80.68863,25.05826
Microgobius gulosus,-81.21414,25.53105
Microgobius gulosus,-80.59987,25.16173
Microgobius gulosus,-81.21414,25.53105
Microgobius gulosus,-80.78304,25.07016
Microgobius gulosus,-80.41551,25.25842
Microgobius gulosus,-80.74229,25.06376
Microgobius gulosus,-80.6574,25.01687
Microgobius gulosus,-80.59975,25.14695
Microgobius gulosus,-80.32589,25.52499
Microgobius gulosus,-80.65898,25.06976
Microgobius gulosus,-80.36764,25.23802
Microgobius gulosus,-80.66557,25.05835
Microgobius gulosus,-81.07597,25.3267
Microgobius gulosus,-80.6444,25.0055
Microgobius gulosus,-81.21944,25.54792
Microgobius gulosus,-81.21635,25.55127
Microgobius gulosus,-80.68027,25.06581
Microgobius gulosus,-81.21455,25.53771
Microgobius gulosus,-81.22586,25.55217
Microgobius gulosus,-80.68553,25.06727
Microgobius gulosus,-80.41014,25.25522
Microgobius gulosus,-81.21944,25.54792
Microgobius gulosus,-80.78304,25.07016
Microgobius gulosus,-80.65055,25.03656
Microgobius gulosus,-80.41422,25.24974
Microgobius gulosus,-80.77521,25.09271
Microgobius gulosus,-80.76318,25.09821
Microgobius gulosus,-80.76318,25.09821
Microgobius gulosus,-80.17219,25.81804
Microgobius gulosus,-80.15514,25.83706
Microgobius gulosus,-80.81155,25.10598
Microgobius gulosus,-80.94569,25.27688
Microgobius gulosus,-80.41551,25.25842
Microgobius gulosus,-81.21414,25.53105
Microgobius gulosus,-80.40234,25.24451
Microgobius gulosus,-80.94569,25.27688
Microgobius gulosus,-80.69255,25.07557
Microgobius gulosus,-80.64897,25.06168
Microgobius gulosus,-80.76921,25.07242
Microgobius gulosus,-80.42419,25.2407
Microgobius gulosus,-81.21414,25.53105
Microgobius gulosus,-81.20891,25.53083
Microgobius gulosus,-81.21345,25.54663
Microgobius gulosus,-80.64001,25.02395
Microgobius gulosus,-81.08129,25.33553
Microgobius gulosus,-81.2193,25.54065
Microgobius gulosus,-80.76318,25.09821
Microgobius gulosus,-80.63548,25.00746
Microgobius gulosus,-80.65639,25.0042
Microgobius gulosus,-80.78304,25.07016
Microgobius gulosus,-80.3379,25.50025
Microgobius gulosus,-81.20893,25.54548
Microgobius gulosus,-81.20893,25.54548
Microgobius gulosus,-81.21414,25.53105
Microgobius gulosus,-80.78304,25.07016
Microgobius gulosus,-80.78304,25.07016
Microgobius gulosus,-80.65055,25.03656
Microgobius gulosus,-80.95719,25.29611
Microgobius gulosus,-80.94569,25.27688
Microgobius gulosus,-80.74714,25.05448
Microgobius gulosus,-80.17494,25.83109
Microgobius gulosus,-80.74714,25.05448
Microgobius gulosus,-80.63548,25.00746
Microgobius gulosus,-80.76016,25.08057
Microgobius gulosus,-80.76956,25.0559
Microgobius gulosus,-80.3379,25.50025
Microgobius gulosus,-81.14814,25.38296
Microgobius gulosus,-81.21345,25.54663
Microgobius gulosus,-80.15514,25.83706
Microgobius gulosus,-80.7595,25.05181
Microgobius gulosus,-80.14835,25.83132
Microgobius gulosus,-80.95426,25.26759
Microgobius gulosus,-80.66245,25.058
Microgobius gulosus,-80.79319,25.1053
Microgobius gulosus,-80.65055,25.03656
Microgobius gulosus,-80.6714,25.04826
Microgobius gulosus,-80.68553,25.06727
Microgobius gulosus,-80.66516,25.01091
Microgobius gulosus,-81.21455,25.53771
Microgobius gulosus,-80.77534,25.07429
Microgobius gulosus,-80.37566,25.23805
Microgobius gulosus,-80.96886,25.30399
Microgobius gulosus,-80.52433,25.21427
Microgobius gulosus,-80.42018,25.22165
Microgobius gulosus,-80.67844,25.08152
Microgobius gulosus,-80.66994,25.03904
Microgobius gulosus,-80.37566,25.23805
Microgobius gulosus,-80.26933,25.35069
Microgobius gulosus,-80.74799,25.07077
Microgobius gulosus,-80.65479,25.02195
Microgobius gulosus,-80.76389,25.07653
Microgobius gulosus,-80.63006,25.14873
Microgobius gulosus,-80.73257,25.08231
Microgobius gulosus,-80.15706,25.822
Microgobius gulosus,-80.74615,25.0594
Microgobius gulosus,-80.16014,25.83097
Microgobius gulosus,-80.63332,25.02311
Microgobius gulosus,-80.37313,25.2671
Microgobius gulosus,-80.49168,25.20614
Microgobius gulosus,-80.35996,25.22389
Microgobius gulosus,-80.166,25.83782
Microgobius gulosus,-80.47579,25.20572
Microgobius gulosus,-80.76542,25.09989
Microgobius gulosus,-80.47635,25.1979
Microgobius gulosus,-80.57124,25.12342
Microgobius gulosus,-80.52255,25.18485
Microgobius gulosus,-80.15706,25.822
Microgobius gulosus,-80.75735,25.09144
Microgobius gulosus,-80.46127,25.1619
Microgobius gulosus,-80.52433,25.21427
Microgobius gulosus,-80.62256,25.09429
Microgobius gulosus,-80.74629,25.07727
Microgobius gulosus,-80.74629,25.07727
Microgobius gulosus,-80.47635,25.1979
Microgobius gulosus,-80.67735,25.04099
Microgobius gulosus,-80.17394,25.83701
Microgobius gulosus,-80.47579,25.20572
Microgobius gulosus,-80.75284,25.05336
Microgobius gulosus,-80.57124,25.12342
Microgobius gulosus,-80.65148,25.0405
Microgobius gulosus,-80.74629,25.07727
Microgobius gulosus,-80.14854,25.76094
Microgobius gulosus,-80.47635,25.1979
Microgobius gulosus,-80.64491,25.17031
Microgobius gulosus,-80.36404,25.26157
Microgobius gulosus,-80.41807,25.24369
Microgobius gulosus,-80.77806,25.0991
Microgobius gulosus,-80.52433,25.21427
Microgobius gulosus,-80.28378,25.35779
Microgobius gulosus,-80.46503,25.18571
Microgobius gulosus,-80.61981,25.1009
Microgobius gulosus,-80.14204,25.83752
Microgobius gulosus,-80.4285,25.23234
Microgobius gulosus,-80.40219,25.25033
Microgobius gulosus,-80.15706,25.822
Microgobius gulosus,-80.42018,25.22165
Microgobius gulosus,-80.16525,25.81575
Microgobius gulosus,-80.16525,25.81575
Microgobius gulosus,-80.50037,25.16879
Microgobius gulosus,-80.15045,25.83548
Microgobius gulosus,-80.16525,25.81575
Microgobius gulosus,-80.52865,25.17826
Microgobius gulosus,-80.30316,25.30984
Microgobius gulosus,-80.62248,25.01368
Microgobius gulosus,-80.48031,25.18968
Microgobius gulosus,-80.59373,25.15766
Microgobius gulosus,-80.42018,25.22165
Microgobius gulosus,-80.16281,25.81903
Microgobius gulosus,-80.39477,25.21211
Microgobius gulosus,-80.16525,25.81575
Microgobius gulosus,-80.16853,25.8268
Microgobius gulosus,-80.46503,25.18571
Microgobius gulosus,-80.44919,25.18366
Microgobius gulosus,-80.16795,25.82427
Microgobius gulosus,-80.37019,25.24601
Microgobius gulosus,-80.35039,25.25883
Microgobius gulosus,-80.46503,25.18571
Microgobius gulosus,-80.45508,25.19429
Microgobius gulosus,-80.60897,25.12089
Microgobius gulosus,-80.63181,25.07696
Microgobius gulosus,-80.15917,25.83636
Microgobius gulosus,-80.15021,25.81564
Microgobius gulosus,-80.46626,25.18179
Microgobius gulosus,-80.95691,25.27078
Microgobius gulosus,-80.63181,25.07696
Microgobius gulosus,-80.15896,25.83368
Microgobius gulosus,-80.50487,25.1934
Microgobius gulosus,-80.16281,25.81903
Microgobius gulosus,-80.95119,25.27048
Microgobius gulosus,-80.32812,25.35036
Microgobius gulosus,-80.6574,25.01687
Microgobius gulosus,-80.40551,25.26682
Microgobius gulosus,-80.95426,25.26759
Microgobius gulosus,-80.64001,25.02395
Microgobius gulosus,-81.20694,25.54114
Microgobius gulosus,-80.68863,25.05826
Microgobius gulosus,-80.62831,24.99988
Microgobius gulosus,-80.62263,25.01724
Microgobius gulosus,-80.14835,25.83132
Microgobius gulosus,-81.20873,25.5381
Microgobius gulosus,-81.08129,25.33553
Microgobius gulosus,-80.64001,25.02395
Microgobius gulosus,-80.9748,25.27804
Microgobius gulosus,-81.20848,25.54623
Microgobius gulosus,-81.21414,25.53105
Microgobius gulosus,-80.64465,24.99252
Microgobius gulosus,-80.77892,25.1025
Microgobius gulosus,-80.6462,25.00471
Microgobius gulosus,-80.75662,25.07401
Microgobius gulosus,-81.20891,25.53083
Microgobius gulosus,-80.66821,25.02224
Microgobius gulosus,-80.67377,25.03612
Microgobius gulosus,-80.6209,25.00406
Microgobius gulosus,-80.77186,25.06662
Microgobius gulosus,-81.21345,25.54663
Microgobius gulosus,-80.41422,25.24974
Microgobius gulosus,-80.95719,25.29611
Microgobius gulosus,-80.75662,25.07401
Microgobius gulosus,-80.77186,25.06662
Microgobius gulosus,-80.74654,25.06961
Microgobius gulosus,-80.14373,25.8247
Microgobius gulosus,-80.65009,25.04758
Microgobius gulosus,-80.45078,25.19256
Microgobius gulosus,-80.78304,25.07016
Microgobius gulosus,-80.16229,25.81799
Microgobius gulosus,-81.12992,25.37746
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-80.16482,25.81863
Microgobius gulosus,-80.77576,25.05955
Microgobius gulosus,-80.95426,25.26759
Microgobius gulosus,-81.13726,25.37952
Microgobius gulosus,-80.6365,24.99536
Microgobius gulosus,-80.77186,25.06662
Microgobius gulosus,-80.33344,25.50948
Microgobius gulosus,-81.21345,25.54663
Microgobius gulosus,-81.21345,25.54663
Microgobius gulosus,-80.64465,24.99252
Microgobius gulosus,-80.16482,25.81863
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-80.1733,25.82059
Microgobius gulosus,-80.1733,25.82059
Microgobius gulosus,-80.16482,25.81863
Microgobius gulosus,-80.74714,25.05448
Microgobius gulosus,-80.95719,25.29611
Microgobius gulosus,-80.94661,25.28495
Microgobius gulosus,-80.68517,25.05205
Microgobius gulosus,-80.32698,25.5214
Microgobius gulosus,-80.68517,25.05205
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-80.6462,25.00471
Microgobius gulosus,-80.64899,24.99453
Microgobius gulosus,-81.20848,25.54623
Microgobius gulosus,-80.96705,25.26425
Microgobius gulosus,-80.15769,25.84012
Microgobius gulosus,-80.67377,25.03612
Microgobius gulosus,-80.77012,25.09332
Microgobius gulosus,-80.48284,25.21012
Microgobius gulosus,-80.1733,25.82059
Microgobius gulosus,-80.77186,25.06662
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-81.21455,25.53771
Microgobius gulosus,-80.76157,25.05029
Microgobius gulosus,-81.21345,25.54663
Microgobius gulosus,-80.15327,25.81888
Microgobius gulosus,-80.74654,25.06961
Microgobius gulosus,-80.67377,25.03612
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-81.21345,25.54663
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-80.9748,25.27804
Microgobius gulosus,-81.1264,25.37033
Microgobius gulosus,-80.64465,24.99252
Microgobius gulosus,-80.64899,24.99453
Microgobius gulosus,-80.32698,25.5214
Microgobius gulosus,-81.20891,25.53083
Microgobius gulosus,-81.21455,25.53771
Microgobius gulosus,-80.73064,25.07603
Microgobius gulosus,-80.1733,25.82059
Microgobius gulosus,-80.73436,25.07731
Microgobius gulosus,-80.67658,25.07482
Microgobius gulosus,-80.79486,25.11047
Microgobius gulosus,-80.73064,25.07603
Microgobius gulosus,-81.1264,25.37033
Microgobius gulosus,-80.77186,25.06662
Microgobius gulosus,-80.66547,25.04659
Microgobius gulosus,-80.40993,25.24292
Microgobius gulosus,-80.58939,25.11326
Microgobius gulosus,-80.32698,25.5214
Microgobius gulosus,-80.1733,25.82059
Microgobius gulosus,-81.21345,25.54663
Microgobius gulosus,-80.43103,25.24509
Microgobius gulosus,-80.64491,25.00727
Microgobius gulosus,-80.1733,25.82059
Microgobius gulosus,-80.64491,25.00727
Microgobius gulosus,-81.21455,25.53771
Microgobius gulosus,-80.77186,25.06662
Microgobius gulosus,-80.6714,25.04826
Microgobius gulosus,-80.49036,25.17781
Microgobius gulosus,-80.62135,25.00816
Microgobius gulosus,-80.73436,25.07731
Microgobius gulosus,-80.77186,25.06662
Microgobius gulosus,-80.67658,25.07482
Microgobius gulosus,-80.15514,25.83706
Microgobius gulosus,-80.6209,25.00406
Microgobius gulosus,-80.73531,25.07762
Microgobius gulosus,-80.77186,25.06662
Microgobius gulosus,-80.73531,25.07762
Microgobius gulosus,-80.76157,25.05029
Microgobius gulosus,-80.41848,25.26527
Microgobius gulosus,-80.2853,25.33032
Microgobius gulosus,-81.1264,25.37033
Microgobius gulosus,-80.65009,25.04758
Microgobius gulosus,-80.4213,25.22549
Microgobius gulosus,-80.40935,25.24752
Microgobius gulosus,-80.35403,25.263
Microgobius gulosus,-80.64977,25.08078
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.30798,25.30681
Microgobius gulosus,-80.7928,25.11369
Microgobius gulosus,-80.16762,25.81974
Microgobius gulosus,-80.62843,25.00463
Microgobius gulosus,-80.78852,25.10732
Microgobius gulosus,-80.40935,25.24752
Microgobius gulosus,-80.62257,25.01406
Microgobius gulosus,-80.26044,25.35406
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.40825,25.26238
Microgobius gulosus,-80.26044,25.35406
Microgobius gulosus,-80.33829,25.4953
Microgobius gulosus,-80.40825,25.26238
Microgobius gulosus,-80.30798,25.30681
Microgobius gulosus,-80.1735,25.77018
Microgobius gulosus,-80.40544,25.26721
Microgobius gulosus,-80.4213,25.22549
Microgobius gulosus,-80.40825,25.26238
Microgobius gulosus,-80.64977,25.08078
Microgobius gulosus,-80.66872,25.04629
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.64977,25.08078
Microgobius gulosus,-80.40825,25.26238
Microgobius gulosus,-80.37189,25.22527
Microgobius gulosus,-80.77659,25.07643
Microgobius gulosus,-80.81467,25.12469
Microgobius gulosus,-80.1735,25.77018
Microgobius gulosus,-80.4207,25.26222
Microgobius gulosus,-80.80358,25.12591
Microgobius gulosus,-80.40544,25.26721
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.30798,25.30681
Microgobius gulosus,-80.78852,25.10732
Microgobius gulosus,-80.52336,25.18406
Microgobius gulosus,-80.40935,25.24752
Microgobius gulosus,-80.33425,25.50912
Microgobius gulosus,-80.37189,25.22527
Microgobius gulosus,-80.8011,25.11473
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.8011,25.11473
Microgobius gulosus,-80.40825,25.26238
Microgobius gulosus,-80.78294,25.08364
Microgobius gulosus,-80.80358,25.12591
Microgobius gulosus,-80.77659,25.07643
Microgobius gulosus,-80.30082,25.54988
Microgobius gulosus,-80.40544,25.26721
Microgobius gulosus,-80.16762,25.81974
Microgobius gulosus,-80.78334,25.11073
Microgobius gulosus,-80.75429,25.09168
Microgobius gulosus,-80.78852,25.10732
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.41589,25.26921
Microgobius gulosus,-80.78294,25.08364
Microgobius gulosus,-80.29181,25.57376
Microgobius gulosus,-80.64977,25.08078
Microgobius gulosus,-80.40935,25.24752
Microgobius gulosus,-80.78852,25.10732
Microgobius gulosus,-80.76809,25.0858
Microgobius gulosus,-80.35802,25.2207
Microgobius gulosus,-80.653,25.03231
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.7942,25.11586
Microgobius gulosus,-80.80518,25.11182
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.81266,25.13605
Microgobius gulosus,-80.78294,25.08364
Microgobius gulosus,-80.15325,25.76328
Microgobius gulosus,-80.66213,25.00069
Microgobius gulosus,-80.80358,25.12591
Microgobius gulosus,-80.15692,25.75957
Microgobius gulosus,-80.80518,25.11182
Microgobius gulosus,-80.40644,25.25891
Microgobius gulosus,-80.75429,25.09168
Microgobius gulosus,-80.33425,25.50912
Microgobius gulosus,-80.76511,25.0976
Microgobius gulosus,-80.77955,25.09358
Microgobius gulosus,-80.16548,25.76322
Microgobius gulosus,-80.76704,25.0525
Microgobius gulosus,-80.771,25.07918
Microgobius gulosus,-80.40544,25.26721
Microgobius gulosus,-80.73193,25.07987
Microgobius gulosus,-80.74457,25.07219
Microgobius gulosus,-80.50793,25.19874
Microgobius gulosus,-80.78294,25.08364
Microgobius gulosus,-80.78294,25.08364
Microgobius gulosus,-80.76324,25.0805
Microgobius gulosus,-80.78876,25.07505
Microgobius gulosus,-80.75429,25.09168
Microgobius gulosus,-80.52554,25.19327
Microgobius gulosus,-80.41061,25.25341
Microgobius gulosus,-80.80518,25.11182
Microgobius gulosus,-80.75639,25.04947
Microgobius gulosus,-80.40544,25.26721
Microgobius gulosus,-80.79163,25.10167
Microgobius gulosus,-80.80358,25.12591
Microgobius gulosus,-80.77659,25.07643
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.95495,25.29309
Microgobius gulosus,-80.79134,25.10656
Microgobius gulosus,-80.771,25.07918
Microgobius gulosus,-80.74621,25.06423
Microgobius gulosus,-80.79434,25.10503
Microgobius gulosus,-80.80358,25.12591
Microgobius gulosus,-80.76511,25.0976
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.76272,25.07077
Microgobius gulosus,-80.35802,25.2207
Microgobius gulosus,-80.76704,25.0525
Microgobius gulosus,-80.77659,25.07643
Microgobius gulosus,-80.79163,25.10167
Microgobius gulosus,-80.73193,25.07987
Microgobius gulosus,-80.7769,25.09978
Microgobius gulosus,-80.17085,25.75246
Microgobius gulosus,-80.79846,25.10779
Microgobius gulosus,-80.32095,25.5033
Microgobius gulosus,-80.15325,25.76328
Microgobius gulosus,-80.76511,25.0976
Microgobius gulosus,-80.653,25.03231
Microgobius gulosus,-80.75584,25.05684
Microgobius gulosus,-80.75429,25.09168
Microgobius gulosus,-80.64896,24.99581
Microgobius gulosus,-80.15325,25.76328
Microgobius gulosus,-80.41589,25.26921
Microgobius gulosus,-80.79134,25.10656
Microgobius gulosus,-80.75584,25.05684
Microgobius gulosus,-80.79846,25.10779
Microgobius gulosus,-80.32189,25.31236
Microgobius gulosus,-80.4118,25.23948
Microgobius gulosus,-80.73823,25.07928
Microgobius gulosus,-80.74457,25.07219
Microgobius gulosus,-80.40644,25.25891
Microgobius gulosus,-80.68807,25.05134
Microgobius gulosus,-80.38122,25.21786
Microgobius gulosus,-80.76643,25.0973
Microgobius gulosus,-80.66213,25.00069
Microgobius gulosus,-80.87034,24.97335
Microgobius gulosus,-80.73193,25.07987
Microgobius gulosus,-80.75584,25.05684
Microgobius gulosus,-80.74464,25.06367
Microgobius gulosus,-80.15325,25.76328
Microgobius gulosus,-80.7729,25.04249
Microgobius gulosus,-80.64644,24.99194
Microgobius gulosus,-80.49001,25.19507
Microgobius gulosus,-80.41679,25.24008
Microgobius gulosus,-80.41911,25.25475
Microgobius gulosus,-80.75584,25.05684
Microgobius gulosus,-80.79134,25.10656
